basepk,topic,category,procedural_score,error_x,error_y
2955719,causes of inflation and income redistribution,Economic & Fiscal Policy,0.0,,
2955872,agricultural production and marketing loans,Agriculture & Natural Resources,0.0,,
2955948,point of order review,Parliamentary Affairs,1.0,,
2956019,National Energy Board pipeline planning,Agriculture & Natural Resources,0.0,,
2956023,foreign ownership and investment control,Trade & Industry,0.0,,
2956054,highway cost estimates,Government Operations & Ethics,0.0,,
2956063,RCMP protection for Minister of Labour,Government Operations & Ethics,0.0,,
2956112,ministerial policy reversals,Government Operations & Ethics,0.75,,
2956124,government evasiveness on Throne Speech program,Parliamentary Affairs,0.75,,
2956128,inflation control and labour-management consensus,Economic & Fiscal Policy,0.0,,
2956153,funding study for Corner Brook development,Government Operations & Ethics,0.0,,
2956204,cultural property national importance amendments,Parliamentary Affairs,0.25,,
2956220,preventive environmental legislation,Agriculture & Natural Resources,0.0,,
2956338,armed forces pensions and recipients by province,Foreign Affairs & Defence,0.0,,
2956343,Syncrude development and other energy sources,Agriculture & Natural Resources,0.0,,
2956358,sale of nuclear material to France,Foreign Affairs & Defence,0.0,,
2956362,Atomic Energy Control Board oath of secrecy,Government Operations & Ethics,0.0,,
2956400,RCMP investigation of allegations,Government Operations & Ethics,0.0,,
2956409,federal-provincial economic consultations,Intergovernmental & Constitutional Affairs,0.25,,
2956426,fertilizer for farmers before adjournment,Agriculture & Natural Resources,0.25,,
2956493,milk subsidy announcement date,Agriculture & Natural Resources,0.25,,
2956497,entry of individual into Canada,"Justice, Rights & Immigration",0.25,,
2956499,railway employee lay-offs,Social Policy,0.0,,
2956508,OFY program administration and statistical base,Social Policy,0.25,,
2956533,amendments to legislation,Parliamentary Affairs,0.5,,
2956561,right to strike legislation,"Justice, Rights & Immigration",0.25,,
2956603,old age pensions for Indigenous elders,Indigenous & Northern Affairs,0.25,,
2956626,preventing strikes and industrial disputes,Trade & Industry,0.25,,
2956650,committee procedure on clause 4,Parliamentary Affairs,0.75,,
2956664,collective bargaining and government intervention,Trade & Industry,0.25,,
2956669,arbitrator decision time limit,Trade & Industry,0.25,,
2956670,arbitrator appointment for labour dispute,Trade & Industry,0.25,,
2956698,employee organizations as legal persons,Trade & Industry,0.0,,
2956786,housing for veterans,Social Policy,0.0,,
2956803,International Energy Agency floor price agreement,Trade & Industry,0.0,,
2956827,women's bureau hiring initiatives,Government Operations & Ethics,0.0,,
2956830,manufacturing and processing industry incentives,Trade & Industry,0.0,,
2956849,tabling of Hamilton harbour documents,Parliamentary Affairs,0.25,,
2956873,provincial responsibility for hospitals,Social Policy,0.0,,
2956881,foreign investment to balance current account deficit,Economic & Fiscal Policy,0.0,,
2956892,fertilizer costs increase,Agriculture & Natural Resources,0.0,,
2957036,CMHC land ownership suggestions,Social Policy,0.0,,
2957140,anniversary of Diefenbaker's election,Parliamentary Affairs,0.5,,
2957142,parliamentary traditions and anniversaries,Parliamentary Affairs,0.5,,
2957193,order paper questions,Parliamentary Affairs,1.0,,
2957214,Export Development Corporation financing of sales to Cuba,Trade & Industry,0.0,,
2957243,radiation exposure levels,Social Policy,0.0,,
2957261,CBC lawsuit costs and employee conduct,Government Operations & Ethics,0.25,,
2957268,Cabinet Minister staff appointments and salaries,Government Operations & Ethics,0.0,,
2957296,point of order on unanswered question,Parliamentary Affairs,0.75,,
2957331,unclear,Parliamentary Affairs,1.0,,
2957343,consensus process and labour movement sacrifice,Trade & Industry,0.25,,
2957370,parliamentary scrutiny of communications branch,Government Operations & Ethics,0.25,,
2957385,Rideau-Trent-Severn waterway tolls,Agriculture & Natural Resources,0.0,,
2957414,Canadian manufactured goods vs imports,Trade & Industry,0.0,,
2957441,death of King Khaled,Foreign Affairs & Defence,0.0,,
2957458,consumer milk subsidy and social benefits,Economic & Fiscal Policy,0.25,,
2957473,seaway refinancing policy,Agriculture & Natural Resources,0.0,,
2957494,Northern Power Commission Act quorum and notice,Parliamentary Affairs,0.25,,
2957507,power commission bill amendment,Parliamentary Affairs,0.25,,
2957517,Northern Power Commission Act financial control,Parliamentary Affairs,0.25,,
2957532,parliamentary control over commissions and estimates,Parliamentary Affairs,0.25,,
2957559,RCMP interrogation techniques and civil liberties,"Justice, Rights & Immigration",0.25,,
2957604,economic restraint exploration,Economic & Fiscal Policy,0.0,,
2957648,government information disclosure,Government Operations & Ethics,0.0,,
2957651,disclosure of government information,Government Operations & Ethics,0.25,,
2957672,Canadian position on South Vietnam offensive,Foreign Affairs & Defence,0.25,,
2957698,appointments of federal drug prosecutors,"Justice, Rights & Immigration",0.25,,
2957706,CBC travel expenses to Commonwealth conference,Government Operations & Ethics,0.0,,
2957712,annual reports analysis,Government Operations & Ethics,0.0,,
2957748,Rideau Canal tolls and tourist industry,Agriculture & Natural Resources,0.0,,
2957773,travel expenses and expense claims,Government Operations & Ethics,0.25,,
2957823,Canadian National Committee for Habitat appointments,Government Operations & Ethics,0.0,,
2957846,Colonel Yarnell's position and qualifications,Government Operations & Ethics,0.0,,
2957859,bilingualism in public service competitions,Government Operations & Ethics,0.0,,
2957861,department of transport contracts,Government Operations & Ethics,0.0,,
2957874,McTaggart case and Greenpeace III seizure,"Justice, Rights & Immigration",0.0,,
2957880,completion of examinations for decision,Parliamentary Affairs,0.0,,
2957926,government interference in private enterprise and lives,Government Operations & Ethics,0.25,,
2957945,discussion of previous motion and future legislation,Parliamentary Affairs,0.25,,
2957949,private members' business hours,Parliamentary Affairs,0.75,,
2958074,livestock feed shortages,Agriculture & Natural Resources,0.25,,
2958076,Bank of Canada intervention in international market,Economic & Fiscal Policy,0.25,,
2958114,federal grant for Vancouver community music school,Social Policy,0.25,,
2958198,parliamentary procedure,Parliamentary Affairs,0.75,,
2958293,parliamentary salaries and inflation,Economic & Fiscal Policy,0.5,,
2958303,criticism of government economic policy,Economic & Fiscal Policy,0.25,,
2958305,government leadership on inflation,Economic & Fiscal Policy,0.25,,
2958314,members' salaries amendment,Parliamentary Affairs,0.25,,
2958329,procedural acceptability of bills,Parliamentary Affairs,0.75,,
2958353,parliamentary procedure and public confidence,Parliamentary Affairs,0.75,,
2958378,parliamentary procedure,Parliamentary Affairs,0.75,,
2958391,members' salaries and parliamentary review,Parliamentary Affairs,0.25,,
2958431,auditing of oil compensation program records,Government Operations & Ethics,0.0,,
2958434,Air Gaspe accident investigation and ministry response,Government Operations & Ethics,0.25,,
2958457,Quebec port strike feed for cattle,Agriculture & Natural Resources,0.0,,
2958473,student summer employment funding,Social Policy,0.0,,
2958495,potato support payments Atlantic provinces,Agriculture & Natural Resources,0.0,,
2958503,grain handlers strike bill C-12,Agriculture & Natural Resources,0.0,,
2958514,immigration policy for Colombian textile workers,"Justice, Rights & Immigration",0.0,,
2958577,murder at federal prison,"Justice, Rights & Immigration",0.0,,
2958578,prison service administrative inquiry,Government Operations & Ethics,0.0,,
2958607,amnesty deals and government approval,"Justice, Rights & Immigration",0.0,,
2958629,notification of electoral district vacancy,Parliamentary Affairs,0.75,,
2958632,routine proceedings and orders of the day,Parliamentary Affairs,1.0,,
2958661,disclosure of information,Government Operations & Ethics,0.5,,
2958672,DSS contract details,Government Operations & Ethics,0.0,,
2958683,external mail courier service contract,Government Operations & Ethics,0.0,,
2958721,parliamentary salaries and cost of living,Parliamentary Affairs,0.25,,
2958738,income inequality and poverty,Social Policy,0.0,,
2958799,grain movement from terminals,Agriculture & Natural Resources,0.0,,
2958820,conciliation board recommendations,Parliamentary Affairs,0.25,,
2958825,postal services negotiations,Government Operations & Ethics,0.0,,
2958852,foreign aid in cash,Foreign Affairs & Defence,0.0,,
2958877,representation of northern territories at first ministers conference,Intergovernmental & Constitutional Affairs,0.25,,
2958925,administration of health services,Social Policy,0.25,,
2958933,judicial clemency and sentence alteration,"Justice, Rights & Immigration",0.0,,
2958940,business of the House,Parliamentary Affairs,0.75,,
2958963,Local Initiatives Program project approval,Social Policy,0.25,,
2958989,Post Office services and products information,Government Operations & Ethics,0.0,,
2958992,Salvatore Taormina immigration and RCMP investigation,"Justice, Rights & Immigration",0.0,,
2958994,CBC laboratory equipment for The Collaborators,Government Operations & Ethics,0.0,,
2959055,territorial self-government and power rates,Intergovernmental & Constitutional Affairs,0.25,,
2959057,local decision-making on utility rates in territories,Intergovernmental & Constitutional Affairs,0.25,,
2959082,government secrecy and information access,Government Operations & Ethics,0.25,,
2959092,ruling on acceptability of proposed amendment,Parliamentary Affairs,0.75,,
2959181,federal government leadership,Government Operations & Ethics,0.25,,
2959182,interprovincial co-operation on serious matters,Intergovernmental & Constitutional Affairs,0.0,,
2959203,wage and income limitations,Economic & Fiscal Policy,0.0,,
2959209,Quebec City millers' access to port terminals,Agriculture & Natural Resources,0.25,,
2959254,Canadian Wheat Board port capacity and sales,Agriculture & Natural Resources,0.0,,
2959269,inflation and government leadership,Economic & Fiscal Policy,0.25,,
2959317,CFB Chilliwack land acquisition,Government Operations & Ethics,0.0,,
2959340,funding for official language projects,Social Policy,0.0,,
2959361,second reading debate procedure,Parliamentary Affairs,0.75,,
2959376,regulation of patent medicine advertising,Social Policy,0.1,,
2959383,drug testing procedures by Food and Drug Directorate,Social Policy,0.0,,
2959406,third reading of a bill,Parliamentary Affairs,0.75,,
2959423,Yukon public servants' equity shares in companies,Government Operations & Ethics,0.25,,
2959435,Territorial Lands Act amendment,Indigenous & Northern Affairs,0.0,,
2959460,Youth Appreciation Week motion,Social Policy,0.25,,
2959532,use of casual workers in postal service,Government Operations & Ethics,0.25,,
2959637,import surcharges and subsidies,Trade & Industry,0.25,,
2959687,furniture for Prime Minister's residence,Government Operations & Ethics,0.0,,
2959689,exotic cattle export permits,Agriculture & Natural Resources,0.0,,
2959696,security of tender system,Government Operations & Ethics,0.0,,
2959717,Newfoundland Broadcasting Company Limited contracts and shareholdings,Government Operations & Ethics,0.0,,
2959728,oil and natural gas pricing and export,Agriculture & Natural Resources,0.25,,
2959731,federal-provincial conference outcomes,Intergovernmental & Constitutional Affairs,0.25,,
2959793,constitutional powers in emergencies,Intergovernmental & Constitutional Affairs,0.25,,
