basepk,topic,error
1131962,administration of drought relief in Saskatchewan,
1131872,criticism of protective tariff policies,
1131771,protectionist trade policy and industrial pricing,
1132011,maintenance of Parliament Hill sidewalks,
1131964,political patronage in relief administration,
1131978,Saskatchewan livestock industry and farm bonus administration,
1132041,Canadian Broadcasting Corporation policy and funding,
1131835,economic disparity and monopoly control,
1132043,promotion of international trade policy,
1132042,Canadian Broadcasting Corporation radio licence fees,
1131896,constitutional jurisdiction over unemployment insurance,
1131928,expansion of domestic manufacturing and industrial policy,
1131793,radio broadcasting licence fees,
1131864,criticism of doctor MacKay’s professional reputation,
1131934,government legislative program for the session,
1131984,administration of agricultural relief programs,
1131990,eligibility for farm labour relief programs,
1131666,cattle reduction in drought-stricken areas,
1131976,depletion of Saskatchewan livestock herds,
1131968,distribution of feed and fodder in Saskatchewan,
1132025,disallowance of Quebec's Padlock Act,
1132024,disallowance of Quebec communistic propaganda act,
1131909,improvement in unemployment and wage statistics,
1131890,impact of tariff policies on federal relations,
1132007,distribution of the New Testament in Quebec,
1132046,international trade and tariff policy,
1131958,administration of drought relief in Saskatchewan,
1132061,protection of textile industry and dumping duties,
1132125,Canadian Broadcasting Corporation advertising rate structures,
1131727,disallowance of Alberta provincial statutes,
1132044,domestic market focus over international trade,
1132133,Canadian Broadcasting Corporation commercial broadcasting practices,
1131735,federal disallowance of Alberta provincial legislation,
1132103,Canadian Broadcasting Corporation programming policies,
1132075,federal power of disallowance and political divisions,
1132115,Canadian Broadcasting Corporation programming and licence fees,
1132082,export of war materials to Japan and Spain,
1132093,navigation improvements for the Hudson Bay railway,
1132084,export of war munitions to Japan,
1132065,criticism of Liberal party policy and ideology,
1132215,livestock feed shortages in Saskatchewan,
1132088,national economic security and social reform,
1132168,distribution of relief supplies in Saskatchewan,
1132182,livestock feed shortages during drought,
1132119,Canadian Broadcasting Corporation programming and advertising policies,
1132135,Canadian Broadcasting Corporation policies and licensing fees,
1132157,national unemployment and public works programs,
1132198,joint committee on the library of parliament,
1132131,Canadian Broadcasting Corporation advertising policies,
1132206,Lake Michigan water diversion treaty rights,
1132220,government management of agricultural relief and marketing,
1132174,Saskatchewan relief and livestock reduction policy,
1132211,maintenance of Parliament Hill grounds and sidewalks,
1132145,federal drought relief for Saskatchewan,
1132233,reciprocal trade agreement with the United States,
1132222,drought relief feed distribution costs,
1132218,delays in payments for relief hay,
1132224,jurisdiction of the Department of Trade and Commerce,
1132253,removal of trade embargo on Russian products,
1132195,joint committee on the printing of parliament,
1132078,British trade preference and tariff policy,
1132247,Canada-United States trade agreement benefits,
1132268,Canada-United States trade negotiations,
1132259,anthracite coal imports and international trade negotiations,
1132229,jurisdiction of agriculture and trade departments,
1136506,employment of foreign technical personnel at Trans-Canada Air Lines,
1132278,drought conditions in western Canada,
1136438,St. Lawrence deep waterway treaty and power projects,
1132264,Canada-United States trade agreement negotiations,
1136583,statutory regulation of legal commodity weights,
1136494,Trans-Canada Air Lines transatlantic operations,
1136504,subsidization and advanced training for flying clubs,
1136479,Trans-Canada Air Lines pilot and crew training,
1136464,regulation of national transport systems,
1136462,"regulation of rail, shipping, and aviation transport",
1136623,regulations for binder twine labelling,
1136490,federal support for technical education,
1136466,regulation of transport and shipping services,
1136478,training facilities for pilots and ground staff,
1136489,federal government aviation training program,
1136530,transatlantic air service operations,
1136488,federal-provincial cooperation on aviation technical training,
1132271,monetary reform and government finance,
1136586,ministerial authority to regulate commodity bushel weights,
1136637,liability of binder twine dealers,
1136588,regulatory authority over commodity weight specifications,
1136512,professional pilot training requirements,
1136675,salt commodity inspection regulations,
1136505,employment of Canadian personnel for Trans-Canada Air Lines,
1136592,ministerial authority over commodity weights,
1136585,regulations under the Inspection and Sale Act,
1136483,advanced training for commercial pilots,
1136651,regulation of salt packaging and weight standards,
1136556,transatlantic radio navigation for aviation,
1136689,standardisation of commodity weight measurements,
1136511,educational qualifications for Trans-Canada Air Lines pilots,
1136701,Farmers' Creditors Arrangement Act amendments,
1136666,labelling requirements for packaged salt,
1136587,parliamentary oversight of commodity regulations,
1136699,amendments to the Farmers' Creditors Arrangement Act,
1132280,drought conditions in Saskatchewan agriculture,
1136501,government support for flying clubs,
1136627,regulations for labelling damaged binder twine,
