basepk,topic,category,procedural_score,error_x,error_y
3356273,CLC advertising blitz against economic policies,Economy & Public Finance,0.25,,
3356275,government information and advertising campaigns,Government & Electoral Affairs,0.25,,
3356277,Canada Unity Information Office advertising campaign,Government & Electoral Affairs,0.25,,
3356281,government advertising and public communication,Government & Electoral Affairs,0.25,,
3356285,government programs and services exhibitions,Government & Electoral Affairs,0.25,,
3356291,Katimavik program youth employment,Social Policy,0.25,,
3356301,advocacy advertising and government spending,Government & Electoral Affairs,0.25,,
3356303,Crown corporations advocacy advertising,Government & Electoral Affairs,0.25,,
3356321,government grants and advocacy advertising,Government & Electoral Affairs,0.25,,
3356325,government intervention vs free marketplace,Economy & Public Finance,0.25,,
3356327,Canadian Unity Information Office advertising campaign,Government & Electoral Affairs,0.25,,
3356329,government information and unity campaigns,Government & Electoral Affairs,0.25,,
3356331,government advertising for Canadian unity,Government & Electoral Affairs,0.25,,
3356333,federal government information programs,Government & Electoral Affairs,0.1,,
3356335,government advertising and public information campaigns,Government & Electoral Affairs,0.25,,
3356365,Canadian Unity Information Office and government advertising,Government & Electoral Affairs,0.25,,
3356369,government advertising and public information,Government & Electoral Affairs,0.25,,
3356396,government advertising management system,Government & Electoral Affairs,0.1,,
3356404,metric system adoption,Government & Electoral Affairs,0.25,,
3356433,government communication and opposition criticism,Government & Electoral Affairs,0.5,,
3356490,UFFI home insulation assistance program,Social Policy,0.1,,
3356496,Canada-France maritime boundary dispute,Trade & Foreign Affairs,0.25,,
3356530,Hyde Park chemical waste dump site,"Sectoral Policy: Resources, Agriculture & Transport",0.75,,
3356555,Leader of the Opposition's political affiliations,Government & Electoral Affairs,0.75,,
3356566,private sector role in economic development,Economy & Public Finance,0.0,,
3356658,McDonald commission and RCMP activities,"Justice, Rights & Immigration",0.0,,
3356669,freedom of information and cabinet confidentiality,Government & Electoral Affairs,0.25,,
3356748,Alsands megaproject and Alaska Highway pipeline cancellation,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
3356753,debate on a matter of privilege,Parliamentary Procedure,0.75,,
3356769,urgency of debate under Standing Order 26,Parliamentary Procedure,0.75,,
3356772,order of business debate timing,Parliamentary Procedure,0.75,,
3356821,energy policy and job creation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356823,Liberal policy impact on Canadian energy sector,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356825,Canada's energy self-sufficiency goal,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356839,Liberal government's energy policy and job losses,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356841,Liberal government energy policy and job creation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356865,energy self-sufficiency and investment climate,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356876,maritime Canada energy self-sufficiency,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356922,national energy policy and Alsands project,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356930,national energy policy and projects,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3356936,Alsands project and national energy policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356938,Alsands project financing and suspension,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356940,commercial terms for energy project,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356950,Alsands project financing and government guarantees,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356954,Alsands project loan guarantee,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356970,National Energy Program and Alsands project,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357026,Alsands project cancellation by Shell Oil,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357028,Alsands project and oil sands development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357033,partisan attacks on Tory leadership and tactics,Government & Electoral Affairs,0.75,,
3357038,Alsands project and oil industry profits,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357040,collapse of Alsands project and Alaska highway gas pipeline,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357042,megaprojects and resource exports vs job creation,Economy & Public Finance,0.25,,
3357046,megaprojects and energy policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357048,Alsands project and energy policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357147,oil pricing and energy self-sufficiency,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357149,Alsands and Cold Lake oil projects,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357152,oil exploration and production prospects,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357167,National Energy Program's impact on investment and economy,Economy & Public Finance,0.1,,
3357173,economic performance and inflation,Economy & Public Finance,0.0,,
3357179,Alsands and pipeline projects oil development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357181,Alsands project private sector involvement,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357185,Alsands energy project development,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357343,energy conversion and home insulation programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357376,energy self-sufficiency and spin-offs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357387,public funding for economically unviable projects,Economy & Public Finance,0.25,,
3357389,Alsands project funding,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357396,National Energy Program optimism,Economy & Public Finance,0.25,,
3357421,federal-provincial relations,Constitutional & Intergovernmental Relations,0.25,,
3357423,government interest rate policy,Economy & Public Finance,0.25,,
3357429,"inflation, interest rates, and unemployment insurance",Economy & Public Finance,0.25,,
3357442,Canadian ownership of energy resources,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3357569,Alsands project and oil prices,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357571,Alsands project and energy policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357586,Alsands project and party rhetoric,Government & Electoral Affairs,0.75,,
3357601,Alsands project and global economic recession,Economy & Public Finance,0.25,,
3357603,energy projects under construction,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357605,energy sector investment and economic conditions,Economy & Public Finance,0.25,,
3357607,oil self-sufficiency and energy development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357638,Alsands project and energy costs,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357642,Alsands project energy costs,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357644,Alberta's role in energy project decision,Constitutional & Intergovernmental Relations,0.25,,
3357646,impact of US economy on Canadian exports,Trade & Foreign Affairs,0.0,,
3357648,"PetroCan, NEP, and energy development","Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357650,insulation program and energy projects,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357652,Newfoundland resource development and federal-provincial relations,Constitutional & Intergovernmental Relations,0.25,,
3357758,National Energy Program progress,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357760,National Energy Program grants for oil conversion and insulation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3357767,National Energy Program and Alsands project,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357769,National Energy Program and oil drilling activity,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357813,National Energy Program and Alsands project,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357817,Hibernia oil development and Newfoundland economy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357819,Hibernia offshore oil development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3357882,National Energy Program and provincial revenues,Constitutional & Intergovernmental Relations,0.25,,
3357935,Charter of Rights and PIP measures,"Justice, Rights & Immigration",0.75,,
3358029,regional development and space program spending,Economy & Public Finance,0.25,,
3358071,Canada Oil and Gas Act and offshore activity,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358078,fisheries negotiations with Newfoundland,Trade & Foreign Affairs,0.0,,
3358086,NAFTA guarantees for a project,Trade & Foreign Affairs,0.25,,
3358151,order of business for the house,Parliamentary Procedure,0.75,,
3358164,instruction to committee on street soliciting,Parliamentary Procedure,0.75,,
3358179,construction contract claims mediation,Parliamentary Procedure,0.0,,
3358185,Western Development Fund allocations,Economy & Public Finance,0.0,,
3358203,economic policy and opposition criticism,Economy & Public Finance,0.25,,
3358209,co-operation between governments and labour,Economy & Public Finance,0.0,,
3358214,labour market training and economic co-operation,Economy & Public Finance,0.25,,
3358223,Canadian economy and international trade,Economy & Public Finance,0.25,,
3358236,energy security through conservation and conversion,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3358246,National Energy Program oil production incentives,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3358250,national energy policy and job creation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358252,housing and high technology job creation,Economy & Public Finance,0.0,,
3358265,collapse of Alsands and Alaska pipeline projects,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358267,Liberal party's gasoline price increases,Economy & Public Finance,0.25,,
3358269,National Energy Program and petroleum industry employment,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358615,NDP opposition to pipeline,Parliamentary Procedure,0.5,,
3358619,government economic policy and megaprojects,Economy & Public Finance,0.25,,
3358627,hypocrisy in pipeline debate,Parliamentary Procedure,0.75,,
3358638,Alsands oil project and energy self-sufficiency,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358642,Alsands project cancellation and government economic policy,Economy & Public Finance,0.25,,
3358644,Alsands project cancellation and economic recovery,Economy & Public Finance,0.25,,
3358646,tar sands and frontier oils incentive pricing,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3358648,Liberal economic program and job creation,Economy & Public Finance,0.25,,
3358650,National Energy Program's economic impact,Economy & Public Finance,0.25,,
3358700,uranium shipments to Argentina,Trade & Foreign Affairs,0.0,,
3358731,oil and gas industry monitoring,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3358735,Canadian pay-TV and Telesat satellite capacity,Government & Electoral Affairs,0.0,,
3358738,satellite TV programming access for Canadians,Government & Electoral Affairs,0.0,,
