basepk,category,error
1117297,Health care,
1117337,Wartime,
1117397,Other,
1117201,Wartime,
1117295,Health care,
1117391,Other,
1111834,Other,
1111854,Trade,
1111839,Trade,
1117383,Other,
1117299,Health care,
1111842,Other,
1111863,Trade,
1117393,Other,
1117322,Health care,
1111846,Other,
1111856,Trade,
1111822,Wartime,
1111862,Infrastructure,
1111864,Trade,
1111858,Trade,
1111874,Other,
1111880,Other,
1111843,Trade,
1111886,Trade,
1111838,Other,
1111860,Trade,
1111805,Trade,
1111892,Trade,
1117390,Other,
1111944,Infrastructure,
1111890,Trade,
1111915,Trade,
1111900,Infrastructure,
1111945,Infrastructure,
1116754,Infrastructure,
1111907,Other,
1111888,Trade,
1112043,Wartime,
1111908,Immigration,
1111948,Trade,
1112033,Wartime,
1112135,Infrastructure,
1112141,Infrastructure,
1112127,Infrastructure,
1112090,Wartime,
1112131,Infrastructure,
1112005,Wartime,
1111951,Health care,
1111909,Trade,
1111923,Other,
1112017,International relations,
1112080,Trade,
1111917,Trade,
1112152,Infrastructure,
1111998,Infrastructure,
1112211,Infrastructure,
1112088,Trade,
1112031,International relations,
1112139,Infrastructure,
1112187,Infrastructure,
1112180,Infrastructure,
1112081,Wartime,
1112157,Infrastructure,
1112037,Wartime,
1112095,Trade,
1112024,Wartime,
1112252,Infrastructure,
1117098,Health care,
1112214,Infrastructure,
1112166,Infrastructure,
1112048,Budget,
1112092,Other,
1112169,Infrastructure,
1112250,Infrastructure,
1112292,Infrastructure,
1112061,International relations,
1112174,Infrastructure,
1112237,Infrastructure,
1112094,Wartime,
1112255,Infrastructure,
1112245,Infrastructure,
1112256,Infrastructure,
1112176,Infrastructure,
1112246,Infrastructure,
1112215,Infrastructure,
1116253,Wartime,
1112170,Infrastructure,
1112322,Infrastructure,
1112022,Wartime,
1112234,Infrastructure,
1112257,Infrastructure,
1112270,Infrastructure,
1112212,Infrastructure,
1112118,Other,
1112296,Infrastructure,
1112268,Infrastructure,
1112295,Infrastructure,
1112340,Infrastructure,
1112319,Infrastructure,
1112009,International relations,
1112352,Infrastructure,
1112276,Budget,
1112261,Infrastructure,
1112288,Infrastructure,
1112309,Infrastructure,
1112314,Infrastructure,
1112302,Infrastructure,
1112308,Infrastructure,
1112405,Infrastructure,
1112026,Wartime,
1112392,Infrastructure,
1112367,Infrastructure,
1112350,Infrastructure,
1112338,Infrastructure,
1112360,Infrastructure,
1112278,Infrastructure,
1112355,Infrastructure,
1112492,Infrastructure,
1112451,Infrastructure,
1112386,Infrastructure,
1112372,Infrastructure,
1112297,Infrastructure,
1112388,Infrastructure,
1112358,Infrastructure,
1112442,Budget,
1112471,Infrastructure,
1112515,Infrastructure,
1112376,Infrastructure,
1112401,Infrastructure,
1112475,Infrastructure,
1112483,Infrastructure,
1112551,Infrastructure,
1112523,Infrastructure,
1112390,Infrastructure,
1112462,Infrastructure,
1112497,Infrastructure,
1112450,Infrastructure,
1112409,Infrastructure,
1112517,Infrastructure,
1112505,Other,
1112382,Infrastructure,
1112495,Infrastructure,
1112504,Infrastructure,
1112532,Infrastructure,
1112506,Infrastructure,
1112422,Infrastructure,
1112525,Infrastructure,
1112625,Trade,
1112531,Infrastructure,
1112564,Other,
1112568,Infrastructure,
1112574,Infrastructure,
1112609,Infrastructure,
1112575,Infrastructure,
1112588,Infrastructure,
1112616,Budget,
1112615,Infrastructure,
1112661,Other,
1112645,Other,
1112608,Income and Tax,
1112648,Trade,
1112656,Trade,
1112527,Infrastructure,
1112770,Infrastructure,
1112736,Infrastructure,
1112735,Infrastructure,
1112764,Infrastructure,
1112675,Other,
1112651,Trade,
1112534,Other,
1112607,Income and Tax,
1112672,Other,
1112759,Infrastructure,
1112765,Infrastructure,
1112657,Trade,
1112673,Other,
1112769,Infrastructure,
1112776,Infrastructure,
1112768,Infrastructure,
1112727,Budget,
1112839,Trade,
1112639,Infrastructure,
1112831,Trade,
1112775,Infrastructure,
1112873,Other,
1112798,Infrastructure,
1112848,Trade,
1112785,Infrastructure,
1112876,Other,
1112886,Other,
1112917,Other,
1112845,Trade,
1112830,Budget,
1112854,Other,
1112782,Infrastructure,
1112921,Other,
1112870,Other,
1112926,Other,
1112899,Other,
1112887,Other,
1112860,Other,
1112900,Other,
1112911,Other,
1112892,Other,
1112788,Infrastructure,
1112897,Other,
1112875,Other,
1112920,Other,
1112909,Other,
1112888,Other,
1112952,Other,
1112953,Other,
1112939,Other,
1112960,Other,
1112984,Other,
1112890,Other,
1112853,Income and Tax,
1112972,Other,
1112951,Other,
1113075,Other,
1113030,Other,
1113077,Other,
1112995,Other,
1112975,Other,
1113076,Other,
1112933,Other,
1112986,Other,
1113105,Other,
1112989,Other,
1112954,Other,
1112955,Other,
1113008,Other,
1113143,Other,
1113000,Other,
1113103,Other,
1113079,Other,
1113128,Other,
1113126,Other,
1113139,Other,
1112935,Other,
1113019,Other,
1113147,Other,
1113092,Other,
1113146,Other,
1113003,Other,
1113135,Other,
1113028,Other,
1113107,Other,
1112990,Other,
1113129,Other,
1113015,Other,
1112946,Other,
1113158,Infrastructure,
1113174,Trade,
1113154,Trade,
1113162,Other,
1113161,Other,
1113231,Budget,
1113118,Other,
1113180,Other,
1113187,Other,
1113240,Budget,
1113236,International relations,
1113183,Budget,
1112938,Other,
1113211,Budget,
1113188,Budget,
1113189,Budget,
1113243,International relations,
1113160,Other,
1113245,International relations,
1113252,International relations,
1113279,International relations,
1113235,International relations,
1113266,International relations,
1113264,International relations,
1113246,International relations,
1113247,International relations,
1113234,International relations,
1113250,International relations,
1113217,International relations,
1113281,International relations,
1113218,Budget,
1113297,International relations,
1113322,International relations,
1113282,International relations,
1113345,International relations,
1113307,International relations,
1113271,International relations,
1113365,Budget,
1113369,International relations,
1113303,International relations,
1113319,Infrastructure,
1113401,Other,
1113324,International relations,
1113454,Infrastructure,
1113317,Infrastructure,
1113461,Infrastructure,
1113258,International relations,
1113309,International relations,
1113355,International relations,
1113325,International relations,
1113466,Infrastructure,
1113389,Budget,
1113381,Other,
1113338,Trade,
1113371,Wartime,
1113376,Budget,
1113447,International relations,
1113320,International relations,
1113274,International relations,
1113440,Other,
1113358,International relations,
1116856,Infrastructure,
1113464,Infrastructure,
1113184,Other,
1113304,International relations,
1113465,Infrastructure,
1113280,International relations,
1113497,Other,
1113474,Infrastructure,
1113475,Infrastructure,
1113479,Other,
1113306,International relations,
1113526,Other,
1113519,Other,
1113505,Other,
1113496,Other,
1113484,Infrastructure,
1113507,Other,
1113517,Other,
1113581,Other,
1113604,Other,
1113577,Other,
1113510,Other,
1113477,Infrastructure,
1113501,Other,
1113525,Other,
1113512,Other,
1117506,Other,
1117511,Other,
1113596,Other,
1117496,Other,
1113625,Other,
1113614,Other,
1113503,Other,
1117517,Other,
1113602,Trade,
1117515,Other,
1117524,Trade,
1117481,Health care,
1117478,Health care,
1117441,Other,
1117440,Other,
1117521,Other,
1117447,Infrastructure,
1117566,Other,
1117479,Budget,
1117605,Infrastructure,
1117601,Trade,
1117591,Other,
1117595,Other,
1117522,Other,
1117602,Trade,
1117630,Trade,
1117647,Trade,
1117722,Other,
1117737,Infrastructure,
1117628,Trade,
1117627,Trade,
1117666,Trade,
1117557,Other,
1117679,Trade,
1117678,Trade,
1117735,Other,
1117743,Other,
1117639,Trade,
1117752,Other,
1117685,Trade,
1117624,Infrastructure,
1112874,Other,
1117615,Trade,
1117694,Trade,
1117682,Trade,
1117701,Trade,
1117626,Trade,
1117692,Trade,
1117762,Other,
1117750,Other,
1117684,Trade,
1112877,Other,
1117751,Other,
1117761,Other,
1117766,Other,
1117754,Other,
1117757,Other,
1117765,Budget,
1117710,Trade,
1117822,Infrastructure,
1117763,Other,
1112513,Infrastructure,
1117870,Infrastructure,
1118851,Infrastructure,
1117749,Other,
1117787,Trade,
1117893,Other,
1117883,Other,
1117866,Infrastructure,
1118839,Infrastructure,
1117892,Other,
1117771,Trade,
1117891,Infrastructure,
1118862,Other,
1117767,Other,
1117853,Infrastructure,
1117829,Other,
1117894,Other,
1118864,Other,
1117825,Other,
1117823,Other,
1118884,Wartime,
1117786,Other,
1117801,Other,
1118859,Budget,
1118895,Budget,
1117827,Other,
1118927,Trade,
1118902,Trade,
1117776,Other,
1119066,Budget,
1117773,Trade,
1118946,Trade,
1118952,Trade,
1119096,Budget,
1118996,Trade,
1117788,Other,
1117769,Other,
1118972,Budget,
1116296,Wartime,
1118958,Budget,
1119088,Trade,
1118921,Budget,
1118906,Trade,
1119112,Budget,
1119124,Budget,
1118968,Trade,
1118985,Trade,
1119090,Budget,
1119101,Budget,
1118914,Trade,
1117570,Other,
1119037,Trade,
1118923,Budget,
1119111,Budget,
1119109,Budget,
1118966,Budget,
1119060,Income and Tax,
1119099,Budget,
1119118,Budget,
1119199,Trade,
1119123,Budget,
1119083,Budget,
1119195,Trade,
1119142,Budget,
1119216,Trade,
1119200,Trade,
1119113,Budget,
1119128,Budget,
1119184,International relations,
1119235,Other,
1119249,Other,
1119244,Other,
1119246,Other,
1119170,Trade,
1119250,Other,
1119210,Trade,
1119147,Other,
1119226,Other,
1119176,International relations,
1119261,Other,
1119237,Other,
1119257,Other,
1119265,Other,
1119183,International relations,
1118943,Infrastructure,
1118920,Trade,
1119262,Other,
1119075,Budget,
1119228,Other,
1119260,Other,
1119269,Other,
1119121,Budget,
1119138,Other,
1119122,Budget,
1119281,Budget,
1119327,Budget,
1119205,Other,
1119339,Infrastructure,
1119303,Budget,
1119270,Other,
1119169,Trade,
1119293,Budget,
1118908,Trade,
1119454,Trade,
1119340,Budget,
1119368,Infrastructure,
1119351,Other,
1119367,Infrastructure,
1119315,Budget,
1119481,Trade,
1119366,Infrastructure,
1119478,Trade,
1119492,Trade,
1119385,Budget,
1119506,Trade,
1119472,Trade,
1119429,Other,
1119499,Trade,
1119491,Trade,
1119466,Trade,
1119164,Infrastructure,
1119459,Trade,
1119531,Trade,
1119464,Trade,
1119392,Budget,
1119524,Trade,
1119517,Trade,
1119509,Trade,
1119470,Trade,
1119543,Trade,
1119519,Trade,
1119502,Trade,
1119525,Trade,
1119219,Budget,
1119508,Trade,
1118938,Trade,
1119541,Trade,
1119561,Trade,
1119565,Trade,
1119570,Other,
1119457,Trade,
1119552,Trade,
1119563,Trade,
1119549,Trade,
1119575,Trade,
1119550,Trade,
1119386,Budget,
1119554,Trade,
1119588,Trade,
1119537,Trade,
1119602,Trade,
1119596,Trade,
1119659,Trade,
1119639,Trade,
1119633,Trade,
1119584,Other,
1119557,Trade,
1119585,Trade,
1119647,Trade,
1119614,Trade,
1119669,Trade,
1119655,Trade,
1119678,Trade,
1119661,Trade,
1119692,Trade,
1119698,Trade,
1119566,Trade,
1119651,Trade,
1119754,Trade,
1119747,Trade,
1119701,Trade,
1119702,Trade,
1119682,Trade,
1119749,Trade,
1119883,Trade,
1119693,Trade,
1119685,Trade,
1119712,Trade,
1119745,Trade,
1119732,Trade,
1119787,Trade,
1119752,Trade,
1119760,Trade,
1119762,Trade,
1119793,Trade,
1119535,Trade,
1119757,Trade,
1119763,Trade,
1119993,Trade,
1119758,Trade,
1119863,Trade,
1119786,Trade,
1119797,Trade,
1119767,Trade,
1119801,Trade,
1120053,Health care,
1119708,Trade,
1120097,Health care,
1119618,Trade,
1120003,Trade,
1119999,Trade,
1120095,Health care,
1119981,Trade,
1120113,Health care,
1119765,Trade,
1120045,Infrastructure,
1120051,Health care,
1120063,Health care,
1119842,Trade,
1120079,Health care,
1120006,Trade,
1120089,Health care,
1119910,Trade,
1120057,Health care,
1120092,Health care,
1120188,Health care,
1120138,Health care,
1120008,Trade,
1119847,Trade,
1120154,Health care,
1120144,Health care,
1120191,Health care,
1120125,Health care,
1120117,Health care,
1120164,Health care,
1120170,Health care,
1120178,Health care,
1120105,Health care,
1120162,Health care,
1120197,Health care,
1120172,Health care,
1120204,Health care,
1120193,Health care,
1120066,Health care,
1120206,Health care,
1120205,Health care,
1120200,Health care,
1120223,Health care,
1120213,Health care,
1120219,Health care,
1120214,Health care,
1120244,Health care,
1120254,Health care,
1120215,Health care,
1120277,Other,
1120211,Health care,
1120245,Health care,
1119388,Other,
1120210,Health care,
1120246,Health care,
1120234,Health care,
1120266,Other,
1120259,Health care,
1120273,Other,
1120226,Health care,
1120284,Other,
1120285,Other,
1120281,Other,
1120230,Health care,
1120335,Health care,
1120408,Health care,
1120228,Health care,
1120260,Health care,
1120321,Health care,
1120297,Other,
1120329,Health care,
1120345,Health care,
1120288,Other,
1120309,Other,
1120421,Health care,
1120295,Other,
1120355,Health care,
1120353,Health care,
1120352,Health care,
1120334,Health care,
1120338,Health care,
1120346,Health care,
1120435,Health care,
1120282,Other,
1120339,Health care,
1120425,Health care,
1120236,Health care,
1120423,Health care,
1120343,Health care,
1120398,Health care,
1120474,Health care,
1120526,Budget,
1120426,Health care,
1120417,Health care,
1120494,Other,
1120550,Trade,
1120462,Health care,
1120485,Other,
1120469,Health care,
1120475,Health care,
1120486,Other,
1120509,Infrastructure,
1120493,Other,
1120422,Health care,
1120561,Trade,
1118912,Trade,
1120569,Trade,
1120548,Trade,
1120559,Trade,
1120490,Other,
1120443,Health care,
1120567,Trade,
1120554,Trade,
1120547,Trade,
1120570,Trade,
1120465,Health care,
1120439,Health care,
1120582,Trade,
1120574,Trade,
1120599,Trade,
1120608,Trade,
1120584,Trade,
1120578,Trade,
1120615,Trade,
1120669,Other,
1120686,Wartime,
1120764,Trade,
1120726,Trade,
1120771,Trade,
1120628,Trade,
1120720,Trade,
1120697,Infrastructure,
1120623,Trade,
1119046,Trade,
1120742,Trade,
1120728,Trade,
1120746,Trade,
1120682,Trade,
1120753,Trade,
1120775,Trade,
1120766,Trade,
1120563,Trade,
1120756,Trade,
1120819,Trade,
1120956,Trade,
1120818,Trade,
1120860,Trade,
1120783,Trade,
1120828,Trade,
1120624,Trade,
1120820,Trade,
1120708,Trade,
1120640,Trade,
1120966,Trade,
1120642,Trade,
1120758,Trade,
1120970,Trade,
1120942,Trade,
1120976,Trade,
1120981,Trade,
1120994,Trade,
1120781,Trade,
1120968,Trade,
1120779,Trade,
1120777,Trade,
1120874,Trade,
1120950,Trade,
1120974,Trade,
1121048,Trade,
1120972,Trade,
1120960,Trade,
1121002,Trade,
1121059,Trade,
1120906,Trade,
1121013,Trade,
1120750,Trade,
1120958,Trade,
1121066,Trade,
1121055,Trade,
1121054,Trade,
1120983,Trade,
1121008,Trade,
1121000,Trade,
1121071,Trade,
1121068,Trade,
1121100,International relations,
1121056,Trade,
1121004,Trade,
1121099,International relations,
1121084,Trade,
1121064,Trade,
1121106,International relations,
1121040,Trade,
1121075,Trade,
1121060,Trade,
1121155,International relations,
1121018,Trade,
1121022,Trade,
1121174,International relations,
1121191,International relations,
1121192,International relations,
1121166,Immigration,
1121215,International relations,
1121171,International relations,
1121126,International relations,
1121134,International relations,
1121143,International relations,
1121172,International relations,
1121248,Wartime,
1121152,Wartime,
1121282,Immigration,
1121042,Trade,
1121204,International relations,
1121102,International relations,
1121122,International relations,
1121279,International relations,
1121133,International relations,
1121118,International relations,
1121256,Wartime,
1121238,International relations,
1121303,International relations,
1121289,International relations,
1121307,International relations,
1121285,International relations,
1121186,International relations,
1121236,International relations,
1121209,International relations,
1121246,International relations,
1121032,Trade,
1121298,International relations,
1121395,Other,
1121197,International relations,
1121304,International relations,
1121386,Other,
1121374,International relations,
1121302,International relations,
1121286,Immigration,
1121346,International relations,
1121409,Other,
1121415,Other,
1121371,International relations,
1121313,International relations,
1121335,International relations,
1121414,Other,
1121405,Other,
1119054,Trade,
1121408,Other,
1121193,International relations,
1121407,Other,
1121421,Trade,
1121420,Trade,
1121428,Trade,
1121387,Other,
1121477,Trade,
1121429,Trade,
1121449,Trade,
1121447,Trade,
1121475,Trade,
1121445,Trade,
1121329,International relations,
1121457,Trade,
1121406,Other,
1121430,Trade,
1121482,Trade,
1121567,Trade,
1121490,Trade,
1121361,International relations,
1121582,Trade,
1117977,Trade,
1117955,Trade,
1121267,International relations,
1117967,Trade,
1117957,Trade,
1121479,Trade,
1117979,Trade,
1118001,Budget,
1121588,Trade,
1121201,International relations,
1118007,Budget,
1117969,Trade,
1117981,Trade,
1117925,Income and Tax,
1117927,Income and Tax,
1119463,Trade,
1121667,Trade,
1117993,Budget,
1117945,Trade,
1118009,Budget,
1117985,Budget,
1118011,Budget,
1121623,Trade,
1118023,Other,
1121710,Infrastructure,
1118035,Other,
1121705,Infrastructure,
1117939,Trade,
1118061,Other,
1117941,Trade,
1118069,Budget,
1118040,Other,
1121765,Other,
1121683,Other,
1121736,Other,
1118013,Budget,
1118015,Budget,
1118056,Other,
1121686,Other,
1118025,Other,
1121746,Infrastructure,
1121706,Infrastructure,
1121900,Infrastructure,
1121702,Other,
1118071,Trade,
1121787,Infrastructure,
1121800,Infrastructure,
1118017,Budget,
1121748,Other,
1121902,Infrastructure,
1118064,Budget,
1121904,Infrastructure,
1118054,Budget,
1121868,Infrastructure,
1121808,Infrastructure,
1121911,Infrastructure,
1121849,Infrastructure,
1121859,Infrastructure,
1121892,Infrastructure,
1121851,Infrastructure,
1121703,Other,
1121942,Infrastructure,
1121937,Infrastructure,
1121928,Infrastructure,
1121936,Infrastructure,
1121987,Infrastructure,
