basepk,chunk_index,topic,category,procedural_score,error_x,error_y
3075962,0,Saskatchewan potash nationalization controversy,Agriculture & Natural Resources,0.25,,
3075962,1,federalism and western grains economy,Agriculture & Natural Resources,0.0,,
3075962,2,western Canada grains economy initiatives,Agriculture & Natural Resources,0.0,,
3075962,3,Canadian Wheat Board market development and research,Agriculture & Natural Resources,0.0,,
3075962,4,western wheat board program improvements,Agriculture & Natural Resources,0.0,,
3075962,5,marketing and transportation of grain,Agriculture & Natural Resources,0.0,,
3075962,6,western grains stabilization plan and rail transport,Agriculture & Natural Resources,0.0,,
3075962,7,Western Grains Stabilization Plan and WEOC,Agriculture & Natural Resources,0.0,,
3076021,0,labour relations and government arrangements,Government Operations & Ethics,0.5,,
3076021,1,ministerial statement on labour claims,Government Operations & Ethics,0.25,,
3076086,0,Canada's claim to Georges Bank,Agriculture & Natural Resources,0.0,,
3076089,0,Canada-US fishing rights on Georges Bank,Agriculture & Natural Resources,0.0,,
3076093,0,report on Liberal party contributions,Government Operations & Ethics,0.25,,
3076143,0,leasing of Prince Rupert grain terminal,Agriculture & Natural Resources,0.25,,
3076148,0,1977 fishing plan,Agriculture & Natural Resources,0.0,,
3076171,0,national communications and broadcasting policy,Trade & Industry,0.0,,
3076176,0,urban transit funding,Economic & Fiscal Policy,0.25,,
3076221,0,federal-provincial education financing,Social Policy,0.25,,
3076221,1,federal contributions to post-secondary education,Social Policy,0.0,,
3076221,2,federal contribution to provinces,Intergovernmental & Constitutional Affairs,0.0,,
3076221,3,federal-provincial fiscal arrangements,Intergovernmental & Constitutional Affairs,0.0,,
3076221,4,federal-provincial consultation on education,Social Policy,0.0,,
3076274,0,quality of official statistics,Government Operations & Ethics,0.0,,
3076274,1,statistical legislation in other countries,Government Operations & Ethics,0.0,,
3076274,2,penalties for non-response to business surveys,Government Operations & Ethics,0.0,,
3076274,3,fines for non-response to statistical surveys,Government Operations & Ethics,0.0,,
3076274,4,compulsory response to U.S. statistical surveys,Government Operations & Ethics,0.25,,
3076286,0,secondary industry development and resource exports,Trade & Industry,0.0,,
3076286,1,processing of agricultural and natural resources,Agriculture & Natural Resources,0.0,,
3076286,2,western Canadian economic clout and resource sharing,Intergovernmental & Constitutional Affairs,0.1,,
3076286,3,multiculturalism policy and ethnic Canadians,Social Policy,0.25,,
3076286,4,federal-provincial fiscal arrangements and national unity,Intergovernmental & Constitutional Affairs,0.25,,
3076299,0,federal-provincial relations,Intergovernmental & Constitutional Affairs,0.25,,
3076299,1,federal funding for post-secondary education,Social Policy,0.0,,
3076299,2,Liberal fiscal policy and inflation,Economic & Fiscal Policy,0.25,,
3076314,0,government expenditures in Newfoundland,Economic & Fiscal Policy,0.0,,
3076314,1,off-shore minerals and regional spending,Economic & Fiscal Policy,0.25,,
3076314,2,federal-provincial relations and bullying tactics,Intergovernmental & Constitutional Affairs,0.5,,
3076405,0,Mirabel airport operating loss vs. bookkeeping entry,Economic & Fiscal Policy,0.0,,
3076414,0,underwriting railway commuter run losses,Economic & Fiscal Policy,0.0,,
3076420,0,Beaufort Sea drilling program review,Agriculture & Natural Resources,0.25,,
3076452,0,natural outcropping clean-up,Agriculture & Natural Resources,0.0,,
3076472,0,CSN representations to cabinet,Government Operations & Ethics,0.0,,
3076481,0,aluminum wiring safety standards,Trade & Industry,0.0,,
3076482,0,aluminum wiring safety and regulation,Trade & Industry,0.0,,
3076506,0,location of military base in Winnipeg,Foreign Affairs & Defence,0.0,,
3076545,0,recognition of member,Parliamentary Affairs,0.75,,
3076560,0,community employment strategy projects,Social Policy,0.0,,
3076561,0,Canada Employment and Immigration Commission activity,Social Policy,0.0,,
3076587,0,de Havilland Aircraft acquisition documents,Trade & Industry,0.25,,
3076603,0,access to preliminary hearing transcript,"Justice, Rights & Immigration",0.25,,
3076637,0,oil and natural gas supply and pricing,Agriculture & Natural Resources,0.0,,
3076637,1,oil price increases and exploration activity,Agriculture & Natural Resources,0.0,,
3076637,2,oil industry windfall revenues and exploration,Agriculture & Natural Resources,0.0,,
3076637,3,federal revenue from oil prices for exploration,Agriculture & Natural Resources,0.0,,
3076637,4,Canada-US relations and Prime Minister's speech,Foreign Affairs & Defence,0.25,,
3076637,5,Mackenzie Valley pipeline for Alaskan gas,Agriculture & Natural Resources,0.25,,
3076637,6,gas exploration and pipeline costs,Agriculture & Natural Resources,0.0,,
3076637,7,financial guarantees for Mackenzie Valley pipeline,Agriculture & Natural Resources,0.0,,
3076637,8,Mackenzie Valley pipeline guarantees,Agriculture & Natural Resources,0.0,,
3076637,9,pipeline gas exports and financial guarantees,Agriculture & Natural Resources,0.0,,
3076637,10,Mackenzie Valley pipeline economic benefit,Agriculture & Natural Resources,0.0,,
3076637,11,Alaskan gas pipeline alternatives,Agriculture & Natural Resources,0.0,,
3076639,0,pipeline gas exports on swap basis,Agriculture & Natural Resources,0.0,,
3076639,1,pipeline capital investment vs energy needs,Agriculture & Natural Resources,0.0,,
3076793,0,human rights co-operation with US,"Justice, Rights & Immigration",0.0,,
3076797,0,congratulations to the Prime Minister,Parliamentary Affairs,0.75,,
3076800,0,entrenchment of French fact in constitution,Intergovernmental & Constitutional Affairs,0.25,,
3076800,1,constitutional revision and provincial will,Intergovernmental & Constitutional Affairs,0.0,,
3076800,2,constitutional reform and federal-provincial relations,Intergovernmental & Constitutional Affairs,0.25,,
3076804,0,uranium and nuclear equipment sales safeguards,Trade & Industry,0.0,,
3076846,0,pipeline study undertaking,Agriculture & Natural Resources,0.0,,
3076846,1,Canada-US relations and Canadian objectives,Foreign Affairs & Defence,0.25,,
3076923,0,Prime Minister's televised speech,Parliamentary Affairs,0.25,,
3076923,1,independent socialist Canada,Intergovernmental & Constitutional Affairs,0.0,,
3076935,0,provincial attachment and regional identity,Intergovernmental & Constitutional Affairs,0.25,,
3076935,1,Canadian unity vs provincialism,Intergovernmental & Constitutional Affairs,0.25,,
3076944,0,adjournment debate questions,Parliamentary Affairs,0.75,,
3076984,0,reflection upon attendance of members,Parliamentary Affairs,0.75,,
3077005,0,protection of personal information in bill,"Justice, Rights & Immigration",0.0,,
3077005,1,human rights and conciliation,"Justice, Rights & Immigration",0.0,,
3077028,0,minister of justice and CIA activities,Government Operations & Ethics,0.25,,
3077028,1,Cuban guerrilla training on Canadian soil,Foreign Affairs & Defence,0.0,,
3077028,2,economic aid to Cuba and alleged guerrilla training,Foreign Affairs & Defence,0.0,,
3077028,3,foreign aid to Cuba,Foreign Affairs & Defence,0.0,,
3077028,4,Canadian foreign policy and aid to Cuba,Foreign Affairs & Defence,0.25,,
3077028,5,Canada's policy toward Cuba,Foreign Affairs & Defence,0.25,,
3077048,0,federal aid for commuter train services,Social Policy,0.5,,
3077048,1,honouring commitment to urban transit financing,Social Policy,0.0,,
3077059,0,deportation of Mr. Khvostantsev,"Justice, Rights & Immigration",0.0,,
3077123,0,freedom of speech and media,"Justice, Rights & Immigration",0.25,,
3077129,0,access to classified information,Government Operations & Ethics,0.0,,
3077178,0,government expenditures growth rate,Economic & Fiscal Policy,0.25,,
3077186,0,CBC French side and separatism,Intergovernmental & Constitutional Affairs,0.0,,
3077221,0,Radio-Canada playing national anthem,Parliamentary Affairs,0.25,,
3077353,0,gender equality in the house,Parliamentary Affairs,0.75,,
3077401,0,wage and price controls and inflation rate,Economic & Fiscal Policy,0.0,,
3077410,0,home heating oil prices,Agriculture & Natural Resources,0.0,,
3077417,0,fuel consumption of cars and trucks,Agriculture & Natural Resources,0.0,,
3077421,0,writs of assistance,"Justice, Rights & Immigration",0.0,,
3077425,0,agreement between minister and Prince Albert,Government Operations & Ethics,0.25,,
3077462,0,pension indexation in the private sector,Social Policy,0.0,,
3077467,0,wage scale for attracting Canadians,Economic & Fiscal Policy,0.0,,
3077507,0,gasoline and home heating fuel price increase,Agriculture & Natural Resources,0.0,,
3077555,0,occupational and physical therapists pay,Social Policy,0.0,,
3077555,1,therapist salary rates and AIB regulations,Social Policy,0.0,,
3077555,2,New Brunswick physiotherapists' compensation increase,Social Policy,0.0,,
3077575,0,provincial retail sales taxes on numismatic products,Economic & Fiscal Policy,0.0,,
3077575,1,Royal Canadian Mint numismatic products sales tax,Economic & Fiscal Policy,0.0,,
3077581,0,Anti-Inflation Board employment and offices,Government Operations & Ethics,0.0,,
3077589,0,purchase of Gulfstream-2 executive jet,Government Operations & Ethics,0.5,,
3077615,0,criticism of socialist governments,Foreign Affairs & Defence,0.75,,
3077645,0,perpetual bonds and their benefit to Canadians,Economic & Fiscal Policy,0.0,,
3077645,1,perpetual bonds market value and interest rates,Economic & Fiscal Policy,0.0,,
3077645,2,distribution of bond holders and taxpayer costs,Economic & Fiscal Policy,0.0,,
3077645,3,original bond purchasers and proof of ownership,Economic & Fiscal Policy,0.0,,
3077645,4,government debt maturity dates,Economic & Fiscal Policy,0.0,,
3077645,5,redemption of perpetual Canada Savings Bonds,Economic & Fiscal Policy,0.0,,
3077739,0,gasoline price uniformity in Quebec,Trade & Industry,0.5,,
3077763,0,investment and job creation strategy,Economic & Fiscal Policy,0.25,,
3077789,0,CRTC consultation,Government Operations & Ethics,0.25,,
3077806,0,federal intervention in trial cases,"Justice, Rights & Immigration",0.25,,
3077825,0,televising budget debate,Parliamentary Affairs,0.25,,
3077835,0,joint venture fish processing proposals,Trade & Industry,0.0,,
3077843,0,levy on fluid milk producers and cream shippers,Agriculture & Natural Resources,0.0,,
3077974,0,amendments to the Transportation Act,Trade & Industry,0.0,,
3077991,0,railway user costs and subsidies,Trade & Industry,0.0,,
3077991,1,railway efficiency and government objectives,Trade & Industry,0.0,,
3077991,2,railway costs for social and regional objectives,Trade & Industry,0.25,,
3077991,3,transportation policy and energy use,Trade & Industry,0.0,,
3077991,4,oil conservation in transportation,Trade & Industry,0.0,,
3077991,5,rail vs truck tonnage and urban transport,Trade & Industry,0.0,,
3078128,0,transportation and urban transit policy,Trade & Industry,0.0,,
3078128,1,commuter transit and suburban transport,Trade & Industry,0.0,,
3078130,0,commuter transit and rush hour traffic,Trade & Industry,0.0,,
3078130,1,transportation policy and its importance to Canada,Trade & Industry,0.0,,
3078144,0,transportation system deficiencies,Trade & Industry,0.0,,
3078144,1,maritime potatoes transportation,Agriculture & Natural Resources,0.0,,
3078144,2,transportation of Maritime potatoes,Agriculture & Natural Resources,0.0,,
3078144,3,potato exports and railway car demand,Agriculture & Natural Resources,0.0,,
3078403,0,ministerial intervention in quasi-judicial tribunals,Government Operations & Ethics,0.25,,
3078452,0,armed forces rental arrangements,Foreign Affairs & Defence,0.0,,
3078463,0,Seaway debt conversion to equity,Trade & Industry,0.0,,
3078506,0,human rights discussion with President,Foreign Affairs & Defence,0.0,,
3078506,1,Helsinki conference diplomatic approach,Foreign Affairs & Defence,0.0,,
3078512,0,access to offshore labour for tobacco farmers,Agriculture & Natural Resources,0.25,,
3078560,0,statements by ministers and opposition,Parliamentary Affairs,0.5,,
3078560,1,statements by ministers in the House,Parliamentary Affairs,0.25,,
3078569,0,tabling of documents during question period,Parliamentary Affairs,0.75,,
3078569,1,termination of economic controls,Economic & Fiscal Policy,0.0,,
3078569,2,tabling of documents point of order,Parliamentary Affairs,0.75,,
3078613,0,CON-ACT programme funding and evaluation,Government Operations & Ethics,0.0,,
3078613,1,evaluation of CON-ACT programme costs and reports,Government Operations & Ethics,0.0,,
3078613,2,funding for CON-ACT rehabilitation programme,Government Operations & Ethics,0.0,,
3078615,0,CBC interviews with Nova Scotia politicians,Government Operations & Ethics,0.0,,
3078649,0,tabling of documents,Parliamentary Affairs,0.75,,
3078669,0,parliamentary secretary's answers and threats,Parliamentary Affairs,0.5,,
3078671,0,unanswered questions in parliament,Parliamentary Affairs,0.75,,
3078747,0,royal visit to Newfoundland,Government Operations & Ethics,0.0,,
3078747,1,Queen's visit to Canada,Foreign Affairs & Defence,0.25,,
